GID_3,populasi
IDN.18.2.23_1,8255
IDN.18.2.24_1,5506
IDN.18.2.29_1,81285
IDN.18.2.25_1,7217
IDN.18.2.26_1,28164
IDN.18.2.27_1,7190
IDN.18.2.28_1,6997
IDN.18.2.30_1,9276
IDN.18.3.3_1,3980
IDN.18.3.1_1,2615
IDN.18.3.2_1,7278
IDN.18.3.4_1,21479
IDN.18.3.8_1,9461
IDN.18.3.5_1,2865
IDN.18.3.6_1,3103
IDN.18.3.7_1,4726
IDN.18.4.1_1,31686
IDN.18.4.5_1,10349
IDN.18.4.2_1,11074
IDN.18.4.3_1,6044
IDN.18.4.4_1,10864
IDN.18.4.10_1,8502
IDN.18.4.6_1,14929
IDN.18.4.7_1,4127
IDN.18.4.8_1,3777
IDN.18.4.9_1,3270
IDN.18.5.4_1,6259
IDN.18.5.1_1,9331
IDN.18.5.2_1,6433
IDN.18.5.3_1,10829
IDN.18.5.5_1,1471
IDN.18.5.9_1,20494
IDN.18.5.6_1,48523
IDN.18.5.7_1,25420
IDN.18.5.8_1,10314
IDN.18.5.10_1,6232
IDN.18.5.11_1,8060
IDN.18.5.12_1,25419
IDN.18.5.18_1,31231
IDN.18.5.13_1,3748
IDN.18.5.14_1,12420
IDN.18.5.15_1,12985
IDN.18.5.16_1,5006
IDN.18.5.17_1,30782
IDN.18.6.1_1,13102
IDN.18.6.2_1,7291
IDN.18.6.3_1,5516
IDN.18.6.4_1,18002
IDN.18.6.5_1,11977
IDN.18.6.7_1,9788
IDN.18.6.6_1,1130
IDN.18.6.9_1,36434
IDN.18.6.8_1,6384
IDN.18.6.10_1,18048
IDN.18.6.11_1,4406
IDN.18.6.12_1,4566
IDN.18.6.13_1,9800
IDN.18.6.15_1,15028
IDN.18.6.14_1,4825
IDN.18.6.16_1,19777
IDN.18.6.18_1,3030
IDN.18.6.17_1,15412
IDN.18.6.19_1,13956
IDN.18.7.1_1,13065
IDN.18.7.3_1,44046
IDN.18.7.2_1,14575
IDN.18.7.4_1,5746
IDN.18.7.5_1,11248
IDN.18.8.1_1,2313
IDN.18.8.2_1,6474
IDN.18.8.3_1,6746
IDN.18.8.4_1,4920
IDN.18.8.5_1,19491
IDN.18.8.6_1,73548
IDN.18.8.7_1,53509
IDN.18.8.8_1,63768
IDN.18.9.4_1,10819
IDN.18.9.1_1,3122
IDN.18.9.2_1,10608
IDN.18.9.3_1,40072
IDN.18.9.8_1,19323
IDN.18.9.5_1,8934
IDN.18.9.6_1,7681
IDN.18.9.7_1,22893
IDN.20.1.1_1,9607
IDN.20.1.2_1,31498
IDN.20.1.3_1,54017
IDN.20.1.4_1,12738
IDN.20.1.5_1,2588
IDN.20.1.6_1,43260
IDN.20.1.7_1,18460
IDN.20.1.8_1,32606
IDN.20.1.9_1,53681
IDN.20.1.10_1,20232
IDN.20.1.11_1,24160
IDN.20.1.12_1,10153
IDN.20.1.13_1,43614
IDN.20.1.14_1,18439
IDN.20.1.15_1,42202
IDN.20.1.16_1,20865
IDN.20.1.17_1,17557
IDN.20.1.18_1,54949
IDN.20.2.1_1,60768
IDN.20.2.2_1,15733
IDN.20.2.3_1,14237
IDN.20.2.4_1,15734
IDN.20.2.5_1,46046
IDN.20.2.6_1,18444
IDN.20.2.7_1,23509
IDN.20.2.8_1,64426
IDN.20.3.1_1,26906
IDN.20.3.2_1,43156
IDN.20.3.3_1,43035
IDN.20.3.4_1,24406
IDN.20.3.5_1,13477
IDN.20.4.1_1,44847
IDN.20.4.2_1,79104
IDN.20.4.3_1,49459
IDN.20.4.4_1,64493
IDN.20.4.5_1,29585
IDN.20.4.6_1,68409
IDN.20.4.7_1,32507
IDN.20.4.8_1,59453
IDN.20.4.9_1,102569
IDN.20.4.10_1,154724
IDN.20.5.2_1,37472
IDN.20.5.1_1,44240
IDN.20.5.3_1,63997
IDN.20.5.4_1,43613
IDN.20.5.5_1,46138
IDN.20.5.10_1,41781
IDN.20.5.7_1,146765
IDN.20.5.6_1,29020
IDN.20.5.8_1,64746
IDN.20.5.9_1,148435
IDN.20.5.11_1,65145
IDN.20.5.12_1,237686
IDN.20.6.1_1,51599
IDN.20.6.2_1,330467
IDN.20.6.3_1,62615
IDN.20.6.4_1,26938
IDN.20.6.5_1,50092
IDN.20.6.6_1,19341
IDN.20.6.7_1,125599
IDN.20.6.8_1,32560
IDN.20.6.11_1,46712
IDN.20.6.9_1,52053
IDN.20.6.10_1,74501
IDN.20.6.12_1,107537
IDN.20.6.13_1,39098
IDN.20.6.14_1,55346
IDN.20.6.15_1,49372
IDN.20.6.16_1,85264
IDN.20.6.17_1,26646
IDN.20.6.18_1,27019
IDN.20.6.19_1,32492
IDN.20.6.20_1,26449
IDN.20.7.1_1,113761
IDN.20.7.2_1,34107
IDN.20.7.3_1,35542
IDN.20.7.4_1,21428
IDN.20.7.5_1,23431
IDN.20.8.1_1,81566
IDN.20.8.2_1,80633
IDN.20.8.3_1,95425
IDN.20.8.4_1,87500
IDN.20.8.5_1,71334
IDN.20.8.6_1,94344
IDN.20.10.2_1,13734
IDN.20.10.1_1,10596
IDN.20.10.3_1,2919
IDN.20.10.4_1,7556
IDN.20.10.5_1,21142
IDN.20.10.6_1,1927
IDN.20.10.7_1,42525
IDN.20.10.8_1,1779
IDN.20.10.9_1,34701
IDN.20.10.10_1,3530
IDN.20.10.11_1,28471
IDN.20.10.12_1,14280
IDN.20.10.13_1,21474
IDN.20.10.14_1,15042
IDN.20.10.15_1,60875
IDN.20.10.16_1,13350
IDN.20.10.17_1,1208
IDN.20.10.18_1,30335
IDN.20.10.19_1,14375
IDN.20.10.20_1,1594
IDN.20.10.21_1,67717
IDN.20.10.22_1,5026
IDN.20.10.23_1,40826
IDN.20.10.24_1,38310
IDN.20.9.1_1,6899
IDN.20.9.2_1,10186
IDN.20.9.3_1,11157
IDN.20.9.4_1,15569
IDN.20.9.5_1,27741
IDN.20.9.6_1,21057
IDN.20.9.7_1,11964
IDN.20.9.8_1,32416
IDN.21.1.1_1,15336
IDN.21.1.2_1,20296
IDN.21.1.3_1,3952
IDN.21.1.4_1,10877
IDN.21.1.6_1,14044
IDN.21.1.5_1,8851
IDN.21.1.7_1,13085
IDN.21.1.8_1,4138
IDN.21.1.9_1,3414
IDN.21.1.14_1,9356
IDN.21.1.11_1,9048
IDN.21.1.10_1,16699
IDN.21.1.12_1,31507
IDN.21.1.13_1,8376
IDN.21.1.15_1,1756
IDN.21.1.16_1,2087
IDN.21.1.17_1,37637
IDN.21.2.1_1,16645
IDN.21.2.2_1,15742
IDN.21.2.3_1,1339
IDN.21.2.4_1,8397
IDN.21.2.5_1,22994
IDN.21.2.7_1,32007
IDN.21.2.6_1,11505
IDN.21.2.8_1,20936
IDN.21.2.9_1,955
IDN.21.2.11_1,14410
IDN.21.2.10_1,5561
IDN.21.2.12_1,1481
IDN.21.2.13_1,60390
IDN.21.2.14_1,62355
IDN.21.2.15_1,2185
IDN.21.2.16_1,4852
IDN.21.2.17_1,11058
IDN.21.2.18_1,7850
IDN.21.2.19_1,16225
IDN.21.2.20_1,4820
IDN.21.2.21_1,26570
IDN.21.2.22_1,46467
IDN.21.2.23_1,24938
IDN.21.2.24_1,29985
IDN.21.3.1_1,988
IDN.21.3.2_1,47610
IDN.21.3.7_1,18045
IDN.21.3.3_1,20077
IDN.21.3.4_1,33830
IDN.21.3.5_1,27528
IDN.21.3.6_1,16710
IDN.21.3.8_1,17647
IDN.21.3.9_1,8543
IDN.21.3.10_1,4185
IDN.21.3.11_1,4992
IDN.21.3.12_1,16866
IDN.21.3.13_1,11176
IDN.21.3.15_1,20024
IDN.21.3.14_1,1599
IDN.21.3.16_1,2766
IDN.21.3.17_1,9673
IDN.21.3.18_1,14949
IDN.21.3.19_1,1301
IDN.21.3.20_1,9359
IDN.21.4.4_1,10855
IDN.21.4.1_1,9745
IDN.21.4.2_1,6799
IDN.21.4.3_1,17865
IDN.21.4.5_1,5159
IDN.21.4.6_1,14175
IDN.21.4.7_1,11418
IDN.21.4.8_1,16397
IDN.21.4.9_1,8890
IDN.21.4.10_1,22940
IDN.21.4.11_1,8295
IDN.21.4.12_1,11396
IDN.21.4.13_1,7685
IDN.21.4.14_1,12924
IDN.21.4.15_1,27639
IDN.21.4.16_1,29624
IDN.21.4.17_1,11817
IDN.21.4.18_1,6426
IDN.21.4.19_1,31972
IDN.21.5.1_1,116122
IDN.21.5.2_1,105147
IDN.21.5.3_1,101349
IDN.21.5.4_1,166903
IDN.21.6.2_1,317
IDN.21.6.1_1,14403
IDN.21.6.6_1,1825
IDN.21.6.3_1,2677
IDN.21.6.4_1,3382
IDN.21.6.5_1,11794
IDN.21.6.7_1,17746
IDN.21.6.8_1,12719
IDN.21.6.9_1,4406
IDN.21.6.10_1,11815
IDN.21.6.11_1,35063
IDN.21.6.12_1,15810
IDN.21.6.15_1,13662
IDN.21.6.13_1,22565
IDN.21.6.14_1,354
IDN.21.6.16_1,15273
IDN.21.6.17_1,23647
IDN.21.6.18_1,29647
IDN.21.6.19_1,6736
IDN.21.6.21_1,6824
IDN.21.6.20_1,4516
IDN.21.6.22_1,25272
IDN.21.6.23_1,6862
IDN.21.6.24_1,81271
IDN.21.7.1_1,11408
IDN.21.7.2_1,11735
IDN.21.7.4_1,27526
IDN.21.7.3_1,7618
IDN.21.7.5_1,10503
IDN.21.7.6_1,9238
IDN.21.7.7_1,40881
IDN.21.7.8_1,12810
IDN.21.7.9_1,9290
IDN.21.10.1_1,10878
IDN.21.10.2_1,10905
IDN.21.10.3_1,136698
IDN.21.10.4_1,2613
IDN.21.10.5_1,50716
IDN.21.10.6_1,79929
IDN.21.10.8_1,43438
IDN.21.10.7_1,22319
IDN.21.10.9_1,15712
IDN.21.8.1_1,7634
IDN.21.8.2_1,62066
IDN.21.8.3_1,5155
IDN.21.8.4_1,135450
IDN.21.8.5_1,6478
IDN.21.8.6_1,33067
IDN.21.8.7_1,30842
IDN.21.9.1_1,120409
IDN.21.9.2_1,22670
IDN.21.9.3_1,55129
IDN.21.9.4_1,30987
IDN.21.9.5_1,43402
IDN.21.9.6_1,45417
IDN.21.11.2_1,95504
IDN.21.11.1_1,2822
IDN.21.11.3_1,29986
IDN.21.11.4_1,12247
IDN.21.11.5_1,14834
IDN.21.11.6_1,3667
IDN.21.11.7_1,3980
IDN.21.12.1_1,12336
IDN.21.12.3_1,35428
IDN.21.12.2_1,9629
IDN.21.12.4_1,45136
IDN.21.12.5_1,3873
IDN.21.12.7_1,23514
IDN.21.12.6_1,7531
IDN.21.12.8_1,21060
IDN.21.12.9_1,10365
IDN.21.13.1_1,20446
IDN.21.13.2_1,9125
IDN.21.13.3_1,18885
IDN.21.13.4_1,36441
IDN.21.13.5_1,19733
IDN.21.13.6_1,1493
IDN.21.13.7_1,17952
IDN.21.13.8_1,22816
IDN.21.14.1_1,1990
IDN.21.14.2_1,20358
IDN.21.14.3_1,52435
IDN.21.14.4_1,280
IDN.21.14.5_1,11423
IDN.21.14.6_1,4173
IDN.21.15.3_1,59524
IDN.21.15.1_1,30195
IDN.21.15.2_1,49236
IDN.21.15.4_1,2861
IDN.21.15.5_1,548
IDN.21.15.6_1,1028
IDN.21.15.7_1,31134
IDN.21.15.8_1,14714
IDN.21.15.9_1,14745
IDN.21.15.10_1,8245
IDN.21.15.11_1,6952
IDN.21.15.12_1,1738
IDN.21.15.13_1,6051
IDN.21.15.14_1,6603
IDN.21.15.15_1,43450
IDN.21.15.16_1,16290
IDN.21.15.17_1,10073
IDN.21.15.18_1,20918
IDN.21.15.19_1,321
IDN.21.15.20_1,1819
IDN.21.15.21_1,14626
IDN.21.17.1_1,26844
IDN.21.17.2_1,8765
IDN.21.17.3_1,39025
IDN.21.17.4_1,14372
IDN.21.17.5_1,6382
IDN.21.17.6_1,52204
IDN.21.16.3_1,22870
IDN.21.16.1_1,12451
IDN.21.16.2_1,15743
IDN.21.16.4_1,143683
IDN.21.16.5_1,46718
IDN.21.16.6_1,15163
IDN.21.16.7_1,101058
IDN.21.16.8_1,5369
IDN.21.18.2_1,19594
IDN.21.18.1_1,3092
IDN.21.18.3_1,7646
IDN.21.18.5_1,19563
IDN.21.18.4_1,29229
IDN.21.19.1_1,4177
IDN.21.19.2_1,1446
IDN.21.19.3_1,816
IDN.21.19.4_1,54239
IDN.21.19.5_1,20248
IDN.21.19.6_1,5110
IDN.21.19.7_1,0
IDN.21.19.8_1,57942
IDN.21.19.9_1,3092
IDN.21.19.10_1,636
IDN.21.19.11_1,0
IDN.21.19.12_1,1292
IDN.21.19.13_1,865
IDN.21.19.14_1,3297
IDN.21.19.15_1,1105
IDN.21.19.16_1,24247
IDN.21.19.17_1,22556
IDN.21.19.18_1,3997
IDN.21.19.19_1,18349
IDN.21.19.20_1,872
IDN.21.19.21_1,33605
IDN.21.19.22_1,21147
IDN.21.20.1_1,6694
IDN.21.20.2_1,7646
IDN.21.20.3_1,12492
IDN.21.20.4_1,103118
IDN.21.20.5_1,7705
IDN.21.20.6_1,13196
IDN.21.20.7_1,20999
IDN.21.20.8_1,8874
IDN.21.20.9_1,3455
IDN.21.20.10_1,3940
IDN.21.20.11_1,7126
IDN.21.20.12_1,16439
IDN.21.20.13_1,1116
IDN.21.20.14_1,8173
IDN.21.20.15_1,21221
IDN.21.20.16_1,3640
IDN.21.20.17_1,13356
IDN.21.20.18_1,6169
IDN.21.20.19_1,23893
IDN.21.20.20_1,47366
IDN.21.20.21_1,16848
IDN.21.20.22_1,6648
IDN.21.20.23_1,22346
IDN.21.20.24_1,12274
IDN.21.20.25_1,28464
IDN.21.20.26_1,13776
IDN.21.20.27_1,6294
IDN.21.20.28_1,22346
IDN.21.20.29_1,26578
IDN.21.20.30_1,6669
IDN.21.20.31_1,408
IDN.21.20.32_1,10441
IDN.21.21.1_1,37194
IDN.21.21.2_1,594
IDN.21.21.3_1,28357
IDN.21.21.4_1,2415
IDN.21.21.5_1,552
IDN.21.21.6_1,2661
IDN.21.21.7_1,2810
IDN.21.21.8_1,21617
IDN.21.21.9_1,2231
IDN.21.21.10_1,881
IDN.21.21.15_1,12382
IDN.21.21.11_1,1900
IDN.21.21.12_1,1095
IDN.21.21.13_1,17903
IDN.21.21.14_1,29004
IDN.21.21.16_1,20596
IDN.21.21.17_1,2597
IDN.21.21.18_1,419
IDN.21.21.19_1,2725
IDN.21.21.20_1,492
IDN.21.21.21_1,3823
IDN.21.21.22_1,644
IDN.21.21.24_1,31803
IDN.21.21.23_1,26134
IDN.23.1.1_1,69611
IDN.23.1.2_1,0
IDN.23.1.3_1,0
IDN.23.1.4_1,7134
IDN.23.1.5_1,13972
IDN.23.1.6_1,18140
IDN.23.1.7_1,825
IDN.23.1.8_1,6765
IDN.23.2.1_1,3047
IDN.23.2.2_1,2365
IDN.23.2.3_1,3982
IDN.23.2.4_1,68107
IDN.23.2.5_1,6692
IDN.23.2.6_1,2894
IDN.23.2.7_1,0
IDN.23.2.8_1,564
IDN.23.2.9_1,180
IDN.23.2.10_1,1687
IDN.23.2.11_1,2244
IDN.23.2.12_1,1591
IDN.23.2.13_1,4243
IDN.23.2.14_1,1352
IDN.23.2.15_1,60294
IDN.23.2.16_1,818
IDN.23.2.17_1,3224
IDN.23.2.18_1,861
IDN.23.2.19_1,9204
IDN.23.3.1_1,697
IDN.23.3.2_1,769
IDN.23.3.3_1,0
IDN.23.3.4_1,616
IDN.23.3.5_1,0
IDN.23.3.6_1,0
IDN.23.3.7_1,48382
IDN.23.3.8_1,1090
IDN.23.3.9_1,0
IDN.23.3.10_1,0
IDN.23.3.11_1,0
IDN.23.3.12_1,1409
IDN.23.3.13_1,59310
IDN.23.3.14_1,0
IDN.23.3.15_1,0
IDN.23.3.16_1,0
IDN.23.3.17_1,0
IDN.23.3.18_1,912
IDN.23.3.19_1,0
IDN.23.3.20_1,0
IDN.23.4.1_1,0
IDN.23.4.2_1,0
IDN.23.4.5_1,127560
IDN.23.4.3_1,52618
IDN.23.4.4_1,15308
IDN.23.5.1_1,15338
IDN.23.5.5_1,38577
IDN.23.5.2_1,9332
IDN.23.5.3_1,11758
IDN.23.5.4_1,11755
IDN.23.5.8_1,12266
IDN.23.5.6_1,2083
IDN.23.5.7_1,52494
IDN.23.5.9_1,10893
IDN.23.5.10_1,6590
IDN.23.6.1_1,0
IDN.23.6.2_1,83586
IDN.23.6.3_1,14282
IDN.23.6.4_1,1501
IDN.23.6.5_1,9241
IDN.23.6.6_1,0
IDN.23.7.1_1,30323
IDN.23.7.2_1,2687
IDN.23.7.3_1,2565
IDN.23.7.4_1,484
IDN.23.7.5_1,0
IDN.23.7.6_1,7212
IDN.23.7.8_1,2791
IDN.23.7.7_1,1411
IDN.23.7.9_1,18443
IDN.23.7.11_1,3420
IDN.23.7.10_1,4065
IDN.23.7.12_1,696
IDN.23.7.15_1,123951
IDN.23.7.13_1,2242
IDN.23.7.14_1,20106
IDN.23.7.16_1,5146
IDN.23.7.17_1,25186
IDN.23.7.18_1,0
IDN.23.7.19_1,886
IDN.23.8.1_1,6857
IDN.23.8.2_1,2526
IDN.23.8.3_1,3410
IDN.23.8.4_1,1237
IDN.23.8.5_1,4506
IDN.23.8.6_1,0
IDN.23.8.7_1,0
IDN.23.8.8_1,2364
IDN.23.8.9_1,152815
IDN.23.8.10_1,1463
IDN.23.8.11_1,1601
IDN.23.9.2_1,29128
IDN.23.9.1_1,1473
IDN.23.9.3_1,99
IDN.23.9.4_1,7950
IDN.23.9.5_1,0
IDN.23.9.6_1,325
IDN.23.9.7_1,0
IDN.23.10.1_1,7790
IDN.23.10.2_1,0
IDN.23.10.3_1,7355
IDN.23.10.4_1,2563
IDN.23.10.5_1,25262
IDN.23.10.6_1,1257
IDN.23.10.7_1,527
IDN.23.10.8_1,2355
IDN.23.10.9_1,1933
IDN.23.10.10_1,59431
IDN.23.10.11_1,33008
IDN.23.10.12_1,4115
IDN.23.11.1_1,84477
IDN.23.11.2_1,69410
IDN.23.11.3_1,93410
IDN.23.11.4_1,71152
IDN.23.11.5_1,83163
IDN.23.12.1_1,54980
IDN.23.12.2_1,0
IDN.23.12.3_1,9782
IDN.23.12.4_1,184564
IDN.23.12.5_1,0
IDN.23.12.6_1,62586
IDN.23.12.7_1,15570
IDN.23.12.8_1,26374
IDN.23.12.9_1,42203
IDN.23.12.10_1,10667
IDN.23.13.1_1,5151
IDN.23.13.2_1,10909
IDN.23.13.4_1,7882
IDN.23.13.3_1,102
IDN.23.13.5_1,2377
IDN.23.13.6_1,542
IDN.23.13.7_1,5580
IDN.23.13.8_1,1919
IDN.23.14.1_1,59487
IDN.23.14.2_1,2075
IDN.23.14.3_1,10903
IDN.23.14.4_1,835
IDN.23.14.5_1,1088
IDN.23.15.1_1,41776
IDN.23.15.2_1,4968
IDN.23.15.3_1,17241
IDN.23.15.4_1,1973
IDN.23.15.5_1,0
IDN.23.15.6_1,5282
IDN.23.15.7_1,103775
IDN.23.15.8_1,3624
IDN.23.15.9_1,0
IDN.23.15.10_1,0
IDN.23.16.1_1,1575
IDN.23.16.2_1,19310
IDN.23.16.3_1,14833
IDN.23.16.4_1,18728
IDN.23.16.5_1,8554
IDN.23.16.6_1,3828
IDN.23.16.7_1,54888
IDN.23.16.8_1,17479
IDN.23.16.9_1,126039
IDN.23.16.10_1,8517
IDN.23.16.11_1,39094
IDN.23.16.12_1,0
IDN.23.16.13_1,5297
IDN.23.16.14_1,39134
IDN.23.16.15_1,2886
IDN.23.16.16_1,5324
IDN.23.16.17_1,26455
IDN.23.16.18_1,333
IDN.23.16.19_1,12973
IDN.23.16.20_1,2393
IDN.23.17.1_1,0
IDN.23.17.2_1,0
IDN.23.17.3_1,0
IDN.23.17.4_1,75999
IDN.23.17.7_1,12475
IDN.23.17.5_1,149837
IDN.23.17.6_1,69211
IDN.23.17.8_1,310341
IDN.23.17.9_1,10517
IDN.23.17.11_1,60045
IDN.23.17.10_1,8250
IDN.23.17.12_1,194767
IDN.23.18.1_1,1648
IDN.23.18.2_1,28832
IDN.23.18.3_1,6380
IDN.23.18.5_1,38916
IDN.23.18.4_1,29305
IDN.23.18.6_1,12653
IDN.23.18.7_1,36176
IDN.23.18.8_1,7588
IDN.23.18.9_1,1181
IDN.23.18.10_1,15897
IDN.23.18.11_1,25216
IDN.23.18.12_1,21302
IDN.23.18.13_1,22415
IDN.23.18.14_1,2920
IDN.23.19.1_1,4598
IDN.23.19.2_1,19984
IDN.23.19.3_1,25437
IDN.23.19.4_1,0
IDN.23.19.5_1,0
IDN.23.19.6_1,0
IDN.23.19.7_1,38623
IDN.23.19.8_1,53661
IDN.23.20.1_1,4843
IDN.23.20.2_1,7431
IDN.23.20.3_1,15116
IDN.23.20.4_1,28282
IDN.23.20.5_1,1513
IDN.23.20.6_1,16650
IDN.23.20.7_1,1071
IDN.23.20.8_1,399725
IDN.23.20.9_1,5879
IDN.23.20.10_1,7123
IDN.23.21.1_1,0
IDN.23.21.2_1,3019
IDN.23.21.3_1,0
IDN.23.21.4_1,27363
IDN.23.21.5_1,724
IDN.23.21.6_1,14917
IDN.23.21.7_1,7841
IDN.23.21.8_1,4773
IDN.23.21.9_1,2515
IDN.23.21.10_1,0
IDN.23.21.12_1,1779
IDN.23.21.11_1,0
IDN.23.21.13_1,0
IDN.23.21.14_1,454
IDN.23.21.15_1,0
IDN.23.21.16_1,12950
IDN.23.21.17_1,1744
IDN.23.21.18_1,0
IDN.23.21.19_1,0
IDN.23.21.20_1,1415
IDN.23.21.21_1,0
IDN.23.21.22_1,0
IDN.23.21.23_1,1189
IDN.23.21.24_1,12781
IDN.23.21.25_1,1378
IDN.23.21.26_1,0
IDN.23.21.27_1,0
IDN.23.21.28_1,0
IDN.23.21.29_1,1142
IDN.23.21.30_1,0
IDN.23.21.31_1,80573
IDN.23.21.32_1,12078
IDN.23.21.33_1,914
IDN.23.21.34_1,0
IDN.23.23.1_1,6118
IDN.23.23.2_1,1909
IDN.23.23.3_1,14606
IDN.23.23.4_1,198972
IDN.23.23.5_1,49493
IDN.23.23.6_1,725
IDN.23.23.7_1,35192
IDN.23.23.8_1,4683
IDN.23.22.1_1,106766
IDN.23.22.2_1,32032
IDN.23.22.3_1,0
IDN.23.22.4_1,1158
IDN.23.22.5_1,12240
IDN.23.22.6_1,1329
IDN.23.22.7_1,0
IDN.23.22.8_1,0
IDN.23.24.1_1,139
IDN.23.24.3_1,1655
IDN.23.24.2_1,10362
IDN.23.24.4_1,2014
IDN.23.24.6_1,3831
IDN.23.24.5_1,13824
IDN.23.24.9_1,14462
IDN.23.24.7_1,3481
IDN.23.24.8_1,604
IDN.23.24.10_1,6729
IDN.23.25.1_1,1796
IDN.23.25.2_1,4116
IDN.23.25.3_1,2580
IDN.23.25.4_1,7778
IDN.23.25.5_1,3780
IDN.23.26.1_1,0
IDN.23.26.2_1,0
IDN.23.26.3_1,43643
IDN.23.26.4_1,0
IDN.23.26.5_1,0
IDN.23.26.6_1,1340
IDN.23.26.7_1,0
IDN.23.26.8_1,0
IDN.23.26.9_1,0
IDN.23.26.10_1,1586
IDN.23.26.11_1,0
IDN.23.26.12_1,98133
IDN.23.26.13_1,0
IDN.23.26.14_1,0
IDN.23.26.15_1,19061
IDN.23.26.16_1,0
IDN.23.26.17_1,0
IDN.23.26.18_1,941
IDN.23.26.19_1,0
IDN.23.26.20_1,868
IDN.23.26.21_1,0
IDN.23.26.22_1,0
IDN.23.26.23_1,0
IDN.23.26.24_1,389
IDN.23.26.25_1,0
IDN.23.26.26_1,0
IDN.23.26.27_1,0
IDN.23.26.28_1,0
IDN.23.26.29_1,0
IDN.23.26.30_1,0
IDN.23.26.31_1,0
IDN.23.26.32_1,0
IDN.23.26.33_1,0
IDN.23.26.34_1,0
IDN.23.26.35_1,142535
IDN.23.27.1_1,0
IDN.23.27.2_1,19141
IDN.23.27.3_1,910
IDN.23.27.4_1,506
IDN.23.27.5_1,2371
IDN.23.27.6_1,2908
IDN.23.27.7_1,7276
IDN.23.27.8_1,0
IDN.23.27.9_1,7214
IDN.23.27.10_1,5861
IDN.23.28.1_1,0
IDN.23.28.2_1,0
IDN.23.28.3_1,18256
IDN.23.28.4_1,2186
IDN.23.28.5_1,0
IDN.23.28.6_1,53259
IDN.23.28.7_1,1128
IDN.23.28.8_1,0
IDN.23.28.9_1,15180
IDN.23.28.10_1,0
IDN.23.28.11_1,13460
IDN.23.28.12_1,0
IDN.23.28.13_1,1673
IDN.23.28.14_1,29743
IDN.23.28.15_1,9706
IDN.23.28.16_1,0
IDN.23.28.17_1,6149
IDN.23.28.18_1,1819
IDN.23.28.19_1,0
IDN.23.28.20_1,0
IDN.23.28.21_1,37214
IDN.23.28.22_1,6372
IDN.23.28.23_1,0
IDN.23.28.24_1,21947
IDN.23.28.25_1,0
IDN.23.28.26_1,3360
IDN.23.28.27_1,530
IDN.23.28.28_1,0
IDN.23.28.29_1,0
IDN.23.28.30_1,4703
IDN.23.28.31_1,3319
IDN.23.28.32_1,0
IDN.23.28.33_1,24279
IDN.23.28.34_1,775
IDN.23.28.35_1,0
IDN.23.28.36_1,636
IDN.23.28.37_1,0
IDN.23.28.38_1,0
IDN.23.28.39_1,91112
IDN.23.28.40_1,23527
IDN.23.28.41_1,0
IDN.23.28.42_1,400
IDN.23.28.43_1,6414
IDN.23.28.44_1,0
IDN.23.28.45_1,0
IDN.23.28.46_1,3152
IDN.23.28.47_1,0
IDN.23.28.48_1,799
IDN.23.28.49_1,0
IDN.23.28.50_1,0
IDN.23.28.51_1,1767
IDN.23.29.1_1,0
IDN.23.29.2_1,0
IDN.23.29.3_1,41091
IDN.23.29.4_1,498712
IDN.23.29.5_1,1571
IDN.22.1.1_1,22220
IDN.22.1.5_1,36016
IDN.22.1.2_1,2620
IDN.22.1.3_1,9848
IDN.22.1.4_1,2783
IDN.22.1.6_1,2436
IDN.22.1.7_1,981
IDN.22.1.8_1,2494
IDN.22.1.9_1,0
IDN.22.2.1_1,0
IDN.22.2.2_1,5945
IDN.22.2.3_1,21710
IDN.22.2.4_1,400
IDN.22.2.5_1,13400
IDN.22.2.6_1,4547
IDN.22.2.7_1,17492
IDN.22.3.6_1,33038
IDN.22.3.1_1,44446
IDN.22.3.2_1,11293
IDN.22.3.3_1,33689
IDN.22.3.4_1,42615
IDN.22.3.5_1,53793
IDN.22.4.1_1,3348
IDN.22.4.3_1,6864
IDN.22.4.2_1,2150
IDN.22.4.4_1,7210
IDN.22.4.5_1,123
IDN.22.4.6_1,22814
IDN.22.4.7_1,6621
IDN.22.4.8_1,35617
IDN.22.4.9_1,93163
IDN.22.4.10_1,58225
IDN.22.4.11_1,11517
IDN.22.4.12_1,2219
IDN.22.4.13_1,10619
IDN.22.4.14_1,31090
IDN.22.4.15_1,8520
IDN.22.4.16_1,574
IDN.22.4.17_1,456
IDN.22.4.18_1,0
IDN.22.4.19_1,9513
IDN.22.4.20_1,20691
IDN.22.4.21_1,18137
IDN.22.4.22_1,4554
IDN.22.4.23_1,2977
IDN.22.4.24_1,2087
IDN.22.4.25_1,364
IDN.22.4.26_1,2850
IDN.22.4.27_1,251
IDN.22.4.28_1,11617
IDN.22.4.29_1,10174
IDN.22.5.4_1,3147
IDN.22.5.1_1,3363
IDN.22.5.2_1,3006
IDN.22.5.3_1,3472
IDN.22.5.7_1,718
IDN.22.5.5_1,155
IDN.22.5.6_1,4466
IDN.22.5.10_1,16807
IDN.22.5.8_1,24517
IDN.22.5.9_1,10280
IDN.22.5.11_1,2130
IDN.22.6.1_1,2740
IDN.22.6.2_1,296
IDN.22.6.3_1,550
IDN.22.6.4_1,509
IDN.22.6.8_1,1644
IDN.22.6.5_1,7091
IDN.22.6.6_1,119
IDN.22.6.7_1,1357
IDN.22.6.9_1,6758
IDN.22.6.10_1,926
