GID_3,populasi
IDN.10.20.20_1,32703
IDN.10.20.21_1,33263
IDN.10.21.1_1,43077
IDN.10.21.2_1,22065
IDN.10.21.3_1,100104
IDN.10.21.4_1,63361
IDN.10.21.5_1,22170
IDN.10.21.6_1,7601
IDN.10.21.8_1,23611
IDN.10.21.7_1,39630
IDN.10.21.9_1,105221
IDN.10.21.10_1,62244
IDN.10.21.11_1,90634
IDN.10.21.12_1,80504
IDN.10.21.13_1,138491
IDN.10.21.14_1,30390
IDN.10.21.15_1,72482
IDN.10.21.16_1,31155
IDN.10.21.17_1,71727
IDN.10.21.18_1,29683
IDN.10.21.19_1,69230
IDN.10.21.20_1,94769
IDN.10.21.21_1,36849
IDN.10.22.1_1,72908
IDN.10.22.2_1,30784
IDN.10.22.3_1,28735
IDN.10.22.4_1,79498
IDN.10.22.5_1,34131
IDN.10.22.6_1,40606
IDN.10.22.7_1,38679
IDN.10.22.8_1,61935
IDN.10.22.9_1,106586
IDN.10.22.10_1,5961
IDN.10.22.11_1,26889
IDN.10.22.12_1,17343
IDN.10.22.13_1,42092
IDN.10.22.14_1,54048
IDN.10.22.15_1,17686
IDN.10.22.16_1,57946
IDN.10.22.17_1,54673
IDN.10.22.18_1,42906
IDN.10.22.19_1,28904
IDN.10.23.1_1,77042
IDN.10.23.2_1,87368
IDN.10.23.3_1,91187
IDN.10.23.4_1,65099
IDN.10.23.5_1,95856
IDN.10.23.6_1,45297
IDN.10.23.7_1,176415
IDN.10.23.8_1,125016
IDN.10.23.9_1,77001
IDN.10.23.10_1,97901
IDN.10.23.11_1,160362
IDN.10.23.12_1,83380
IDN.10.23.13_1,26514
IDN.10.23.14_1,60368
IDN.10.24.1_1,57982
IDN.10.24.2_1,53349
IDN.10.24.3_1,92250
IDN.10.24.4_1,76979
IDN.10.24.5_1,74971
IDN.10.24.6_1,25392
IDN.10.24.7_1,12703
IDN.10.24.8_1,39490
IDN.10.24.9_1,62036
IDN.10.24.10_1,31912
IDN.10.24.11_1,115655
IDN.10.24.12_1,24881
IDN.10.24.13_1,38550
IDN.10.24.14_1,51481
IDN.10.24.15_1,55441
IDN.10.24.16_1,11510
IDN.10.24.17_1,69786
IDN.10.24.18_1,34634
IDN.10.25.1_1,26508
IDN.10.25.2_1,64555
IDN.10.25.3_1,51718
IDN.10.25.4_1,20672
IDN.10.25.5_1,17163
IDN.10.25.6_1,51705
IDN.10.25.7_1,40531
IDN.10.25.8_1,89962
IDN.10.25.9_1,4688
IDN.10.25.10_1,29017
IDN.10.25.11_1,54619
IDN.10.25.12_1,22607
IDN.10.25.13_1,51321
IDN.10.25.14_1,26799
IDN.10.25.15_1,60488
IDN.10.25.16_1,87051
IDN.10.26.1_1,69844
IDN.10.26.2_1,32917
IDN.10.26.3_1,36444
IDN.10.26.4_1,43564
IDN.10.26.5_1,37386
IDN.10.26.6_1,45707
IDN.10.26.7_1,31181
IDN.10.26.8_1,95174
IDN.10.26.9_1,34125
IDN.10.26.10_1,31745
IDN.10.26.11_1,39940
IDN.10.26.12_1,18435
IDN.10.26.13_1,78126
IDN.10.26.14_1,36548
IDN.10.27.1_1,52727
IDN.10.27.2_1,40544
IDN.10.27.3_1,53048
IDN.10.27.4_1,37903
IDN.10.28.1_1,70776
IDN.10.28.2_1,20130
IDN.10.28.3_1,55148
IDN.10.28.4_1,37055
IDN.10.28.5_1,76549
IDN.10.28.6_1,90417
IDN.10.28.7_1,23805
IDN.10.28.8_1,81283
IDN.10.28.9_1,41559
IDN.10.28.10_1,40165
IDN.10.28.11_1,38472
IDN.10.28.12_1,58540
IDN.10.28.13_1,32726
IDN.10.28.14_1,32029
IDN.10.28.15_1,20728
IDN.10.28.16_1,99636
IDN.10.28.17_1,65355
IDN.10.28.18_1,80621
IDN.10.28.19_1,84292
IDN.10.28.20_1,1225
IDN.10.29.1_1,63899
IDN.10.29.2_1,9282
IDN.10.29.3_1,81236
IDN.10.29.4_1,8450
IDN.10.29.5_1,54652
IDN.10.29.6_1,61317
IDN.10.29.7_1,50453
IDN.10.29.8_1,87523
IDN.10.29.9_1,42386
IDN.10.29.10_1,8997
IDN.10.29.11_1,54141
IDN.10.29.12_1,39368
IDN.10.29.13_1,34327
IDN.10.29.14_1,57859
IDN.10.29.15_1,71105
IDN.10.29.16_1,70025
IDN.10.29.17_1,14565
IDN.10.29.18_1,42866
IDN.10.29.19_1,10295
IDN.10.29.20_1,42784
IDN.10.30.1_1,49632
IDN.10.30.2_1,77943
IDN.10.30.3_1,38041
IDN.10.30.4_1,58063
IDN.10.30.5_1,112846
IDN.10.30.6_1,100578
IDN.10.30.7_1,89848
IDN.10.30.8_1,85694
IDN.10.30.9_1,74886
IDN.10.30.10_1,99098
IDN.10.30.11_1,58636
IDN.10.30.12_1,61471
IDN.10.31.1_1,111370
IDN.10.31.2_1,89964
IDN.10.31.3_1,70269
IDN.10.31.4_1,36900
IDN.10.31.5_1,23576
IDN.10.32.1_1,96547
IDN.10.32.2_1,124287
IDN.10.32.3_1,48059
IDN.10.32.4_1,84384
IDN.10.32.5_1,76097
IDN.10.32.6_1,40289
IDN.10.32.7_1,42883
IDN.10.32.8_1,20702
IDN.10.32.9_1,121843
IDN.10.32.10_1,98702
IDN.10.32.11_1,167679
IDN.10.32.12_1,64080
IDN.10.32.13_1,83221
IDN.10.32.14_1,79456
IDN.10.32.15_1,73219
IDN.10.32.16_1,75229
IDN.10.32.17_1,61194
IDN.10.32.18_1,45169
IDN.10.33.1_1,20948
IDN.10.33.2_1,19627
IDN.10.33.3_1,60074
IDN.10.33.4_1,35132
IDN.10.33.5_1,18876
IDN.10.33.6_1,33993
IDN.10.33.7_1,34031
IDN.10.33.8_1,31613
IDN.10.33.9_1,42286
IDN.10.33.10_1,46657
IDN.10.33.11_1,50096
IDN.10.33.12_1,63419
IDN.10.33.13_1,43778
IDN.10.33.14_1,47774
IDN.10.33.15_1,13230
IDN.10.33.16_1,84744
IDN.10.33.17_1,22653
IDN.10.33.18_1,24185
IDN.10.33.19_1,21146
IDN.10.33.20_1,25567
IDN.10.34.1_1,66
IDN.10.35.1_1,76197
IDN.10.35.2_1,5511
IDN.10.35.3_1,14590
IDN.10.35.4_1,60710
IDN.10.35.5_1,41318
IDN.10.35.6_1,12367
IDN.10.35.7_1,48435
IDN.10.35.8_1,20502
IDN.10.35.9_1,11713
IDN.10.35.10_1,44598
IDN.10.35.11_1,1362
IDN.10.35.12_1,8450
IDN.10.35.13_1,48659
IDN.10.35.14_1,57432
IDN.10.35.15_1,35124
IDN.10.35.16_1,10025
IDN.10.35.17_1,58881
IDN.10.35.18_1,7021
IDN.10.35.19_1,41455
IDN.10.35.20_1,62705
IDN.10.35.21_1,24083
IDN.10.35.22_1,23182
IDN.10.35.23_1,18061
IDN.10.35.24_1,3323
IDN.10.35.25_1,96429
IDN.10.35.26_1,61905
IDN.10.36.1_1,46736
IDN.10.36.2_1,11295
IDN.10.36.3_1,85424
IDN.10.36.4_1,26410
IDN.10.36.5_1,95128
IDN.10.36.6_1,37022
IDN.10.36.7_1,113709
IDN.10.36.8_1,45318
IDN.10.36.9_1,50231
IDN.10.36.10_1,45949
IDN.10.36.11_1,58695
IDN.10.36.12_1,30961
IDN.10.36.13_1,33175
IDN.10.36.14_1,31698
IDN.10.36.15_1,77798
IDN.11.1.1_1,56680
IDN.11.1.2_1,141253
IDN.11.1.3_1,49275
IDN.11.1.4_1,119400
IDN.11.1.5_1,37025
IDN.11.1.6_1,26317
IDN.11.1.7_1,68249
IDN.11.1.8_1,64869
IDN.11.1.9_1,11512
IDN.11.1.10_1,9610
IDN.11.1.11_1,60025
IDN.11.1.12_1,77693
IDN.11.1.13_1,39858
IDN.11.1.14_1,29159
IDN.11.1.15_1,78950
IDN.11.1.16_1,55931
IDN.11.1.17_1,56973
IDN.11.1.18_1,32835
IDN.11.2.1_1,87939
IDN.11.2.2_1,64070
IDN.11.2.3_1,62838
IDN.11.2.4_1,85325
IDN.11.2.5_1,92237
IDN.11.2.6_1,17852
IDN.11.2.7_1,26519
IDN.11.2.8_1,98537
IDN.11.2.9_1,41291
IDN.11.2.10_1,34956
IDN.11.2.11_1,47725
IDN.11.2.12_1,18059
IDN.11.2.13_1,96624
IDN.11.2.14_1,90158
IDN.11.2.15_1,101859
IDN.11.2.16_1,64258
IDN.11.2.17_1,113474
IDN.11.2.18_1,62212
IDN.11.2.19_1,77530
IDN.11.2.20_1,43247
IDN.11.2.21_1,87241
IDN.11.2.22_1,122981
IDN.11.2.23_1,40491
IDN.11.2.24_1,46963
IDN.11.3.1_1,97733
IDN.11.3.2_1,69602
IDN.11.3.3_1,40978
IDN.11.4.1_1,10045
IDN.11.4.2_1,65132
IDN.11.4.3_1,21372
IDN.11.4.4_1,61154
IDN.11.4.5_1,63639
IDN.11.4.6_1,65579
IDN.11.4.7_1,83052
IDN.11.4.8_1,55715
IDN.11.4.9_1,67611
IDN.11.4.10_1,53626
IDN.11.4.11_1,84187
IDN.11.4.12_1,42027
IDN.11.4.13_1,50864
IDN.11.4.14_1,36134
IDN.11.4.15_1,49516
IDN.11.4.16_1,72752
IDN.11.4.17_1,83101
IDN.11.4.18_1,40316
IDN.11.4.19_1,39917
IDN.11.4.20_1,56374
IDN.11.4.21_1,57332
IDN.11.4.22_1,20081
IDN.11.5.1_1,60942
IDN.11.5.2_1,93332
IDN.11.5.3_1,128831
IDN.11.5.4_1,8477
IDN.11.5.5_1,731
IDN.11.5.6_1,76068
IDN.11.5.7_1,24138
IDN.11.5.8_1,87530
IDN.11.5.9_1,67433
IDN.11.5.10_1,61988
IDN.11.5.11_1,27701
IDN.11.5.12_1,10972
IDN.11.5.13_1,58437
IDN.11.5.14_1,55748
IDN.11.5.15_1,29847
IDN.11.5.16_1,16447
IDN.11.5.17_1,6004
IDN.11.5.18_1,85858
IDN.11.5.19_1,35352
IDN.11.5.20_1,46100
IDN.11.5.21_1,17870
IDN.11.5.22_1,20317
IDN.11.5.23_1,32978
IDN.11.5.24_1,31486
IDN.11.5.25_1,62694
IDN.11.5.26_1,26970
IDN.11.5.27_1,31263
IDN.11.5.28_1,35691
IDN.11.6.1_1,9357
IDN.11.6.2_1,99654
IDN.11.6.3_1,10805
IDN.11.6.4_1,39583
IDN.11.6.5_1,22478
IDN.11.6.6_1,49632
IDN.11.6.7_1,38994
IDN.11.6.8_1,21580
IDN.11.6.9_1,36376
IDN.11.6.10_1,6428
IDN.11.6.11_1,28190
IDN.11.6.12_1,33906
IDN.11.6.13_1,60706
IDN.11.6.14_1,5656
IDN.11.6.15_1,13249
IDN.11.6.16_1,25826
IDN.11.6.17_1,35672
IDN.11.6.18_1,45214
IDN.11.6.19_1,27004
IDN.11.6.20_1,67660
IDN.11.6.21_1,24472
IDN.11.6.22_1,56388
IDN.11.6.23_1,22593
IDN.11.7.1_1,94435
IDN.11.7.2_1,63710
IDN.11.7.3_1,54806
IDN.11.7.4_1,59548
IDN.11.7.5_1,195967
IDN.11.7.6_1,16726
IDN.11.7.7_1,45270
IDN.11.7.8_1,92594
IDN.11.7.9_1,109215
IDN.11.7.10_1,75695
IDN.11.7.11_1,92873
IDN.11.7.12_1,184641
IDN.11.7.13_1,47874
IDN.11.7.14_1,36564
IDN.11.7.15_1,36783
IDN.11.7.16_1,16642
IDN.11.7.17_1,32028
IDN.11.7.18_1,134782
IDN.11.8.1_1,87301
IDN.11.8.2_1,180226
IDN.11.8.3_1,27285
IDN.11.8.4_1,123933
IDN.11.8.5_1,99076
IDN.11.8.6_1,134249
IDN.11.8.7_1,16176
IDN.11.8.8_1,96418
IDN.11.8.9_1,79426
IDN.11.8.10_1,62942
IDN.11.8.11_1,113622
IDN.11.8.12_1,87967
IDN.11.8.13_1,60493
IDN.11.8.14_1,33811
IDN.11.8.15_1,46143
IDN.11.8.16_1,37036
IDN.11.8.17_1,24507
IDN.11.8.18_1,70135
IDN.11.8.19_1,195167
IDN.11.8.20_1,71498
IDN.11.8.21_1,61261
IDN.11.8.22_1,65830
IDN.11.8.23_1,28469
IDN.11.8.24_1,66120
IDN.11.8.25_1,59462
IDN.11.8.26_1,36368
IDN.11.8.27_1,134106
IDN.11.8.28_1,52974
IDN.11.8.29_1,62625
IDN.11.8.30_1,105379
IDN.11.8.31_1,180303
IDN.11.9.1_1,87404
IDN.11.9.2_1,36536
IDN.11.9.3_1,95691
IDN.11.9.4_1,54507
IDN.11.9.5_1,46378
IDN.11.9.6_1,127337
IDN.11.9.7_1,48877
IDN.11.9.8_1,67690
IDN.11.9.9_1,24594
IDN.11.9.10_1,40890
IDN.11.9.11_1,66973
IDN.11.9.12_1,58553
IDN.11.9.13_1,88706
IDN.11.9.14_1,28273
IDN.11.9.15_1,67772
IDN.11.9.16_1,70924
IDN.11.9.17_1,50236
IDN.11.9.18_1,55889
IDN.11.9.19_1,86887
IDN.11.9.20_1,61303
IDN.11.9.21_1,21082
IDN.11.10.1_1,79062
IDN.11.10.2_1,33704
IDN.11.10.3_1,34327
IDN.11.10.4_1,24609
IDN.11.10.5_1,107225
IDN.11.10.6_1,40846
IDN.11.10.7_1,81802
IDN.11.10.8_1,46556
IDN.11.10.9_1,75729
IDN.11.10.10_1,49721
IDN.11.10.11_1,29546
IDN.11.10.12_1,41527
IDN.11.10.13_1,62868
IDN.11.10.14_1,81592
IDN.11.10.15_1,75347
IDN.11.10.16_1,53628
IDN.11.10.17_1,45682
IDN.11.10.18_1,111060
IDN.11.10.19_1,60664
IDN.11.10.20_1,115256
IDN.11.10.21_1,64653
IDN.11.10.22_1,45625
IDN.11.10.23_1,53276
IDN.11.10.24_1,25665
IDN.11.10.25_1,29138
IDN.11.10.26_1,113518
IDN.11.11.1_1,43015
IDN.11.11.2_1,57649
IDN.11.11.3_1,41886
IDN.11.12.1_1,94601
IDN.11.12.2_1,102634
IDN.11.12.3_1,92939
IDN.11.13.1_1,51940
IDN.11.13.2_1,68672
IDN.11.13.3_1,70014
IDN.11.14.1_1,201369
IDN.11.14.2_1,213948
IDN.11.14.3_1,154894
IDN.11.14.4_1,265774
IDN.11.14.5_1,187020
IDN.11.15.1_1,82277
IDN.11.15.2_1,55038
IDN.11.16.1_1,63848
IDN.11.16.2_1,61124
IDN.11.16.3_1,62229
IDN.11.17.1_1,59236
IDN.11.17.2_1,44150
IDN.11.17.3_1,46650
IDN.11.17.4_1,45080
IDN.11.17.5_1,44233
IDN.11.18.1_1,69780
IDN.11.18.2_1,17135
IDN.11.18.3_1,29941
IDN.11.18.4_1,31970
IDN.11.18.5_1,5500
IDN.11.18.6_1,17499
IDN.11.18.7_1,29832
IDN.11.18.8_1,10120
IDN.11.18.9_1,58036
IDN.11.18.10_1,57303
IDN.11.18.11_1,71813
IDN.11.18.12_1,32844
IDN.11.18.13_1,42274
IDN.11.18.14_1,89780
IDN.11.18.15_1,35630
IDN.11.18.16_1,78493
IDN.11.18.17_1,54782
IDN.11.18.18_1,47086
IDN.11.18.19_1,66157
IDN.11.18.20_1,23746
IDN.11.18.21_1,66159
IDN.11.18.22_1,41180
IDN.11.18.23_1,45803
IDN.11.18.24_1,46818
IDN.11.18.25_1,20061
IDN.11.18.26_1,55887
IDN.11.18.27_1,33682
IDN.11.19.1_1,57288
IDN.11.19.2_1,2751
IDN.11.19.3_1,58676
IDN.11.19.4_1,40074
IDN.11.19.5_1,38986
IDN.11.19.6_1,59463
IDN.11.19.7_1,63359
IDN.11.19.8_1,17720
IDN.11.19.9_1,83908
IDN.11.19.10_1,24615
IDN.11.19.11_1,31090
IDN.11.19.12_1,68863
IDN.11.19.13_1,50025
IDN.11.19.14_1,64456
IDN.11.19.15_1,27892
IDN.11.19.16_1,44473
IDN.11.19.17_1,31341
IDN.11.19.18_1,30699
IDN.11.19.19_1,98177
IDN.11.19.20_1,25017
IDN.11.19.21_1,109981
IDN.11.20.1_1,78602
IDN.11.20.2_1,24474
IDN.11.20.3_1,59365
IDN.11.20.4_1,44154
IDN.11.20.5_1,14719
IDN.11.20.6_1,58426
IDN.11.20.7_1,7404
IDN.11.20.8_1,52953
IDN.11.20.9_1,41575
IDN.11.20.10_1,44291
IDN.11.20.11_1,52287
IDN.11.20.12_1,98879
IDN.11.20.13_1,34256
IDN.11.20.14_1,30964
IDN.11.20.15_1,44359
IDN.11.21.1_1,21396
IDN.11.21.2_1,52534
IDN.11.21.3_1,22132
IDN.11.21.4_1,33207
IDN.11.21.5_1,18053
IDN.11.21.6_1,56570
IDN.11.21.7_1,43701
IDN.11.21.8_1,58632
IDN.11.21.9_1,55349
IDN.11.21.10_1,34996
IDN.11.21.11_1,19709
IDN.11.21.12_1,35234
IDN.11.21.13_1,43804
IDN.11.21.14_1,34137
IDN.11.21.15_1,14577
IDN.11.21.16_1,13393
IDN.11.21.17_1,47038
IDN.11.21.18_1,25033
IDN.11.22.1_1,48801
IDN.11.22.2_1,46066
IDN.11.22.3_1,86168
IDN.11.22.4_1,88127
IDN.11.22.5_1,95264
IDN.11.22.6_1,51646
IDN.11.22.7_1,32137
IDN.11.22.8_1,118350
IDN.11.22.9_1,49581
IDN.11.22.10_1,90085
IDN.11.22.11_1,85096
IDN.11.22.12_1,29878
IDN.11.22.13_1,113525
IDN.11.22.14_1,64124
IDN.11.22.15_1,84716
IDN.11.22.16_1,65974
IDN.11.22.17_1,71676
IDN.11.22.18_1,36296
IDN.11.22.19_1,67079
IDN.11.22.21_1,175659
IDN.11.22.20_1,110522
IDN.11.22.22_1,78673
IDN.11.22.23_1,85381
IDN.11.22.24_1,186631
IDN.11.22.25_1,71193
IDN.11.22.26_1,62101
IDN.11.22.27_1,52418
IDN.11.22.28_1,35115
IDN.11.22.29_1,59144
IDN.11.22.30_1,100460
IDN.11.22.31_1,77663
IDN.11.22.32_1,65874
IDN.11.22.33_1,52497
IDN.11.23.1_1,45944
IDN.11.23.2_1,43169
IDN.11.23.3_1,67278
IDN.11.23.4_1,52624
IDN.11.23.5_1,49866
IDN.11.23.6_1,30460
IDN.11.23.7_1,103447
IDN.11.23.8_1,59088
IDN.11.23.9_1,91474
IDN.11.23.10_1,47699
IDN.11.23.11_1,61406
IDN.11.23.12_1,126470
IDN.11.23.13_1,66037
IDN.11.23.14_1,92117
IDN.11.23.15_1,71314
IDN.11.23.16_1,52350
IDN.11.23.17_1,28589
IDN.11.23.18_1,66037
IDN.11.24.1_1,69613
IDN.11.24.2_1,53347
IDN.11.24.3_1,29515
IDN.11.24.4_1,46145
IDN.11.24.5_1,34467
IDN.11.24.6_1,58782
IDN.11.24.7_1,35605
IDN.11.24.8_1,57172
IDN.11.24.9_1,72283
IDN.11.24.10_1,15555
IDN.11.24.11_1,9969
IDN.11.24.12_1,82938
IDN.11.24.13_1,55719
IDN.11.24.14_1,71735
IDN.11.24.15_1,66512
IDN.11.24.16_1,88184
IDN.11.24.17_1,20168
IDN.11.24.18_1,58526
IDN.11.24.19_1,92014
IDN.11.24.20_1,49304
IDN.11.25.1_1,26988
IDN.11.25.2_1,55280
IDN.11.25.3_1,34838
IDN.11.25.4_1,26381
IDN.11.25.5_1,9475
IDN.11.25.6_1,52820
IDN.11.25.7_1,13033
IDN.11.25.8_1,60202
IDN.11.25.9_1,34048
IDN.11.25.10_1,29433
IDN.11.25.11_1,37051
IDN.11.25.12_1,105865
IDN.11.25.13_1,37382
IDN.11.25.14_1,34584
IDN.11.25.15_1,32050
IDN.11.25.16_1,103013
IDN.11.25.17_1,29295
IDN.11.25.18_1,22536
IDN.11.25.19_1,67290
IDN.11.26.1_1,47470
IDN.11.26.2_1,19712
IDN.11.26.3_1,64161
IDN.11.26.4_1,25629
IDN.11.26.5_1,9148
IDN.11.26.6_1,44203
IDN.11.26.7_1,145124
IDN.11.26.8_1,48525
IDN.11.26.9_1,81096
IDN.11.26.10_1,16755
IDN.11.26.11_1,30907
IDN.11.26.12_1,22284
IDN.11.27.1_1,69989
IDN.11.27.2_1,54725
IDN.11.27.3_1,44140
IDN.11.27.4_1,59907
IDN.11.27.5_1,143044
IDN.11.27.6_1,61361
IDN.11.27.7_1,51616
IDN.11.27.8_1,132432
IDN.11.27.9_1,62815
IDN.11.27.10_1,49806
IDN.11.27.11_1,61327
IDN.11.27.12_1,62001
IDN.11.27.13_1,59187
IDN.11.28.1_1,65032
IDN.11.28.2_1,113035
IDN.11.28.3_1,187255
IDN.11.28.4_1,61585
IDN.11.28.5_1,73046
IDN.11.28.6_1,73229
IDN.11.28.7_1,75889
IDN.11.28.8_1,53411
IDN.11.28.9_1,22145
IDN.11.28.10_1,59141
IDN.11.28.11_1,146877
IDN.11.28.12_1,29675
IDN.11.28.13_1,29116
IDN.11.28.14_1,104183
IDN.11.28.15_1,63130
IDN.11.28.16_1,102351
IDN.11.28.17_1,9812
IDN.11.28.18_1,47590
IDN.11.28.19_1,60554
IDN.11.28.20_1,106991
IDN.11.28.21_1,43444
IDN.11.28.22_1,52004
IDN.11.28.23_1,39712
IDN.11.28.24_1,65255
IDN.11.29.1_1,86823
IDN.11.29.2_1,32344
IDN.11.29.3_1,43402
IDN.11.29.4_1,35421
IDN.11.29.5_1,34436
IDN.11.29.6_1,71222
IDN.11.29.7_1,42174
IDN.11.29.8_1,53951
IDN.11.29.9_1,28232
IDN.11.29.10_1,5290
IDN.11.29.11_1,2419
IDN.11.29.12_1,65822
IDN.11.29.13_1,6649
IDN.11.29.14_1,42951
IDN.11.29.15_1,38756
IDN.11.29.16_1,62741
IDN.11.29.17_1,27106
IDN.11.29.18_1,46151
IDN.11.29.19_1,42493
IDN.11.29.20_1,8503
IDN.11.29.21_1,78989
IDN.11.30.1_1,31197
IDN.11.30.2_1,48079
IDN.11.30.3_1,22864
IDN.11.30.4_1,65411
IDN.11.30.5_1,35604
IDN.11.30.6_1,51141
IDN.11.30.7_1,31939
IDN.11.30.8_1,74247
IDN.11.30.9_1,49443
IDN.11.30.10_1,17863
IDN.11.30.11_1,6146
IDN.11.30.12_1,51823
IDN.11.30.13_1,13421
IDN.11.30.14_1,58605
IDN.11.30.15_1,106029
IDN.11.30.16_1,44379
IDN.11.30.17_1,21686
IDN.11.30.18_1,182834
IDN.11.30.20_1,50663
IDN.11.30.19_1,64371
IDN.11.30.21_1,46977
IDN.11.30.22_1,24317
IDN.11.30.23_1,58270
IDN.11.30.24_1,31921
IDN.11.31.1_1,132129
IDN.11.31.2_1,70024
IDN.11.31.3_1,46244
IDN.11.31.4_1,55264
IDN.11.31.5_1,40269
IDN.11.31.6_1,138729
IDN.11.31.7_1,44957
IDN.11.31.8_1,28158
IDN.11.31.9_1,31219
IDN.11.31.10_1,197926
IDN.11.31.11_1,117475
IDN.11.31.12_1,41776
IDN.11.31.13_1,27973
IDN.11.31.14_1,50243
IDN.11.32.1_1,104749
IDN.11.32.2_1,127438
IDN.11.32.3_1,149726
IDN.11.32.4_1,145634
IDN.11.32.5_1,73459
IDN.11.32.6_1,107388
IDN.11.32.7_1,155074
IDN.11.32.8_1,95999
IDN.11.32.9_1,115350
IDN.11.32.10_1,114812
IDN.11.32.11_1,210609
IDN.11.32.12_1,134876
IDN.11.32.13_1,202766
IDN.11.32.14_1,106185
IDN.11.32.15_1,112913
IDN.11.32.16_1,126403
IDN.11.32.17_1,194482
IDN.11.32.18_1,134730
IDN.11.33.1_1,35174
IDN.11.33.2_1,58946
IDN.11.33.3_1,19854
IDN.11.33.4_1,63366
IDN.11.33.5_1,39618
IDN.11.33.6_1,19559
IDN.11.33.7_1,40016
IDN.11.33.8_1,11865
IDN.11.33.9_1,65717
IDN.11.33.10_1,39247
IDN.11.33.11_1,43421
IDN.11.33.12_1,18086
IDN.11.33.13_1,70771
IDN.11.33.14_1,83033
IDN.11.33.15_1,61276
IDN.11.33.16_1,30367
IDN.11.33.17_1,4706
IDN.11.34.1_1,30138
IDN.11.34.2_1,43405
IDN.11.34.3_1,35503
IDN.11.34.4_1,34971
IDN.11.34.5_1,46022
IDN.11.34.6_1,43815
IDN.11.34.7_1,47651
IDN.11.34.8_1,37985
IDN.11.34.9_1,43480
IDN.11.34.10_1,29143
IDN.11.34.11_1,15173
IDN.11.34.12_1,4550
IDN.11.34.13_1,87059
IDN.11.34.14_1,28400
IDN.11.34.15_1,29197
IDN.11.34.16_1,85554
IDN.11.34.17_1,69122
IDN.11.34.18_1,35246
IDN.11.34.19_1,11273
IDN.11.34.20_1,1923
IDN.11.34.21_1,54991
IDN.11.34.22_1,41969
IDN.11.34.23_1,37330
IDN.11.34.24_1,77090
IDN.11.34.25_1,36699
IDN.11.34.26_1,34824
IDN.11.34.27_1,37139
IDN.11.35.1_1,122811
IDN.11.35.2_1,74904
IDN.11.35.3_1,43788
IDN.11.35.4_1,39664
IDN.11.35.5_1,111370
IDN.11.35.6_1,83557
IDN.11.35.7_1,58080
IDN.11.35.8_1,106397
IDN.11.35.9_1,70322
IDN.11.35.10_1,60884
IDN.11.35.11_1,96674
IDN.11.35.12_1,89881
IDN.11.35.13_1,86468
IDN.11.35.14_1,142570
IDN.11.35.15_1,150665
IDN.11.35.16_1,71114
IDN.11.35.17_1,60770
IDN.11.35.18_1,132205
IDN.11.35.19_1,118296
IDN.11.35.20_1,104874
IDN.11.35.21_1,87695
IDN.11.35.22_1,42234
IDN.11.35.23_1,108839
IDN.11.35.24_1,147920
IDN.11.35.25_1,130568
IDN.11.35.26_1,93156
IDN.11.35.27_1,59695
IDN.11.35.28_1,86802
IDN.11.35.29_1,99850
IDN.11.35.30_1,95148
IDN.11.35.31_1,124902
IDN.11.36.1_1,6926
IDN.11.36.2_1,17286
IDN.11.36.3_1,104215
IDN.11.36.4_1,76913
IDN.11.36.5_1,25074
IDN.11.36.6_1,67102
IDN.11.36.7_1,43670
IDN.11.36.8_1,29358
IDN.11.36.9_1,96560
IDN.11.36.10_1,6608
IDN.11.36.11_1,13340
IDN.11.36.12_1,84486
IDN.11.36.13_1,55887
IDN.11.36.14_1,73944
IDN.11.37.1_1,45741
IDN.11.37.2_1,33118
IDN.11.37.3_1,12379
IDN.11.37.4_1,65268
IDN.11.37.5_1,96983
IDN.11.37.6_1,20714
IDN.11.37.7_1,93633
IDN.11.37.8_1,60208
IDN.11.37.9_1,63562
IDN.11.37.10_1,61189
IDN.11.37.11_1,117024
IDN.11.37.12_1,68230
IDN.11.37.13_1,53098
IDN.11.37.14_1,84903
IDN.11.37.15_1,26219
IDN.11.37.16_1,49288
IDN.11.37.17_1,78115
IDN.11.37.18_1,35620
IDN.11.37.19_1,66889
IDN.11.37.20_1,42429
IDN.11.38.1_1,40075
IDN.11.38.2_1,53599
IDN.11.38.3_1,94727
IDN.11.38.4_1,60584
IDN.11.38.5_1,73183
IDN.11.38.6_1,65379
IDN.11.38.7_1,34660
IDN.11.38.8_1,59146
IDN.11.38.9_1,87586
IDN.11.38.10_1,72595
IDN.11.38.11_1,74453
IDN.11.38.12_1,19156
IDN.11.38.13_1,50861
IDN.11.38.14_1,17298
IDN.11.38.15_1,86717
IDN.11.38.16_1,26566
IDN.11.38.17_1,72747
IDN.11.38.18_1,8413
IDN.11.38.19_1,59845
IDN.12.1.1_1,29692
IDN.12.1.2_1,5860
IDN.12.1.3_1,9124
IDN.12.1.4_1,7081
IDN.12.1.5_1,13455
IDN.12.1.6_1,10556
IDN.12.1.7_1,80692
IDN.12.1.8_1,21625
IDN.12.1.9_1,7479
IDN.12.1.10_1,13342
IDN.12.1.11_1,4221
IDN.12.1.12_1,6548
IDN.12.1.14_1,10489
IDN.12.1.13_1,33406
IDN.12.1.15_1,1867
IDN.12.1.16_1,17646
IDN.12.1.17_1,8516
IDN.12.2.1_1,33832
IDN.12.2.2_1,21254
IDN.12.2.3_1,1686
IDN.12.2.4_1,6554
IDN.12.2.5_1,4107
IDN.12.2.6_1,5029
IDN.12.2.7_1,39434
